groupName,level,members
MOVE THROUGH THE AIR,0,"FLOAT, FLY, GLIDE, SOAR"
GIFT-GIVING ACCESSORIES,0,"BOW, BOX, CARD, WRAPPING"
PLAYFULLY BOTHER,0,"JOSH, KID, RIB, TEASE"
STRONG SMELL,0,"FUNK, MUSK, ODOR, TANG"
TECH COMPANIES,0,"ALPHABET, AMAZON, APPLE, META"
FEATURED IN WESTERNS,1,"BOUNTY, COWBOY, DUEL, SALOON"
INTERROGATE,1,"EXAMINE, GRILL, PROBE, QUESTION"
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",1,"LINE, PLANE, POINT, SOLID"
USED TO FIX A FLAT,1,"CHOCK, JACK, TIRE, WRENCH"
WINE TASTING DESCRIPTORS,2,"BALANCED, DRY, FULL, SWEET"
COLLECTION,2,"ARRAY, BATTERY, SET, SERIES"
THINGS THAT ARE ORANGE,0,"BASKETBALL, CARROT, GOLDFISH, PUMPKIN"
CLEANING SUPPLIES,0,"BROOM, MOP, RAG, SPONGE"
CAST OFF,1,"DITCH, DROP, LOSE, SHED"
FILLER WORDS,1,"LIKE, LITERALLY, UM, WELL"
KINDS OF BAGELS,1,"EGG, EVERYTHING, PLAIN, POPPY"
NUISANCE,1,"BOTHER, HANDFUL, PAIN, PEST"
SLANG FOR MOUTH,1,"CHOPS, KISSER, TRAP, YAP"
LITTLE BIT OF A BEVERAGE,1,"DROP, SPLASH, SPOT, SPRINKLE"
BIT OF MAGIC,0,"CHARM, CURSE, HEX, SPELL"
ACCESSORIES FOR DOG WALKING,1,"COLLAR, HALTER, HARNESS, LEAD"
FOUND IN CRACKER JACKS,2,"CARAMEL, PEANUTS, POPCORN, PRIZE"
POSTPONE,3,"HOLD, PUNT, STALL, TABLE"
DURATION,1,"PERIOD, SPELL, STRETCH, TIME"
VAMPIRE VULNERABILITIES,1,"CROSS, GARLIC, SILVER, SUN"
HERALDRY TERMS,2,"ARMS, COAT, CREST, SHIELD"
WORDS BEFORE “NUT”,2,"CHEST, COCO, HAZEL, PEA"
TOPIC OF DISCUSSION,0,"ISSUE, MATTER, POINT, SUBJECT"
PLAYGROUND VERBS,1,"DODGE, HIDE, HOP, TAG"
WATER AND GAS CONDUITS,2,"CHANNEL, LINE, MAIN, PIPE"
"LEGWEAR, IN THE SINGULAR",3,"JEAN, PANT, SHORT, TIGHT"
CREDENTIALS FOR ENTRY,0,"BADGE, INVITE, PASS, TICKET"
THINGS TO PAY,0,"BILL, CHECK, INVOICE, TAB"
DECEIVE,0,"CON, DUPE, FOOL, TRICK"
DATA SET DATA,0,"MEAN, MEDIAN, MODE, RANGE"
ENJOY A MEAL,1,"DINE, FEAST, FEED, SUP"
GRASSLAND,1,"MEADOW, PLAIN, PRAIRIE, SAVANNA"
"ASSURE, AS A VICTORY",1,"CINCH, ICE, LOCK, SECURE"
REACH OUT TO,1,"CONTACT, MESSAGE, PING, TEXT"
SHARP TURNS,1,"DOGLEG, HAIRPIN, SWITCHBACK, ZAG"
CUT INTO PIECES,1,"CHOP, CUBE, DICE, MINCE"
ONE BEING MANIPULATED,1,"INSTRUMENT, PAWN, PUPPET, TOOL"
BARGAIN,1,"BUY, DEAL, STEAL, VALUE"
LIST OF CANDIDATES,0,"BALLOT, ROSTER, SLATE, TICKET"
SHOW OFF,0,"GRANDSTAND, PEACOCK, POSTURE, STRUT"
"CAR, INFORMALLY",1,"AUTO, RIDE, WHEELS, WHIP"
"FINISHED, AS TIME",1,"DONE, OVER, THROUGH, UP"
SUNDAE TOPPINGS,0,"CHERRY, FUDGE, NUTS, SPRINKLES"
RIP OFF,0,"FLEECE, HOSE, ROB, STIFF"
FOOD PRODUCTS ASSOCIATED WITH SENTIMENTALITY,1,"CHEESE, CORN, SAP, SCHMALTZ"
INAUGURAL,1,"FIRST, INITIAL, MAIDEN, PREMIER"
ORNAMENTAL BORDER,1,"FRILL, FRINGE, RUFFLE, TRIM"
PILOT,1,"DIRECT, GUIDE, LEAD, STEER"
MOUNT ___,1,"FUJI, HOOD, OLYMPUS, WHITNEY"
OCEAN PHENOMENA,1,"CURRENT, DRIFT, TIDE, WAVE"
SYMBOLIC RODS,0,"BATON, SCEPTER, STAFF, WAND"
BRING INTO BEING,0,"COIN, CREATE, DEVISE, INVENT"
SMARTPHONE FEATURES BEGINNING WITH “C”,0,"CALCULATOR, CALENDAR, CAMERA, CLOCK"
OF-THE-MOMENT,0,"BIG, HOT, IN, POPULAR"
BECOME LARGER,2,"BALLOON, MUSHROOM, SNOWBALL, SWELL"
FILM DEPARTMENTS,2,"HAIR, MAKEUP, PROPS, WARDROBE"
U.S.-BASED AIRLINES,2,"AMERICAN, FRONTIER, SPIRIT, UNITED"
SUPERFICIAL,2,"COSMETIC, EXTERNAL, SHALLOW, SURFACE"
BASEBALL EQUIPMENT,0,"BALL, BASE, BAT, GLOVE"
COMPANY OWNERSHIP OFFERS,1,"EQUITY, OPTIONS, SHARES, STOCKS"
ON THE SAME PLANE,2,"EVEN, FLAT, FLUSH, LEVEL"
PEA ___,3,"COAT, GREEN, POD, SOUP"
HURT,0,"ACHE, BURN, SMART, STING"
TWIST AROUND,1,"COIL, SPOOL, WIND, WRAP"
ALLOTMENT,2,"INTEREST, PERCENTAGE, SHARE, STAKE"
WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,3,"BOOB, EGGSHELL, GIGGLE, HELLO"
UNIT ABBREVIATIONS,2,"CAL, GAL, IN, OZ"
DIAMOND QUALITIES,2,"CARAT, CLARITY, COLOR, CUT"
PARTS OF A DEVIL COSTUME,2,"GOATEE, HORNS, PITCHFORK, TAIL"
STARTING WITH THE SAME SOUND,2,"CYMBAL, SCIMITAR, SIMMER, SYMPHONY"
HIGHEST POINT,0,"CREST, PEAK, SUMMIT, VERTEX"
PROMOTE,0,"PITCH, PLUG, PUSH, SELL"
PARTS OF A WIZARD COSTUME,1,"BEARD, HAT, ROBE, STAFF"
VARIETY,1,"KIND, SORT, STYLE, TYPE"
HIT HARD,0,"BANG, HAMMER, POUND, SLAM"
MERRIMENT,0,"CHEER, GLEE, FESTIVITY, MIRTH"
MAKE SHORTER,0,"CLIP, CUT, PARE, TRIM"
TIME OFF,0,"BREAK, HOLIDAY, LEAVE, RECESS"
STUBBLE,2,"FUZZ, SCRUFF, SHADOW, WHISKERS"
SEAS,2,"BALTIC, BLACK, PHILIPPINE, RED"
RADIO HALL OF FAME MEMBERS,3,"GLASS, GROSS, KING, STERN"
___ LETTER,3,"CHAIN, COVER, LOVE, SCARLET"
UNO CARDS,1,"DRAW, REVERSE, SKIP, WILD"
THIN COVERING,1,"COAT, FILM, LAYER, SKIN"
THROW HERE AND THERE,1,"PEPPER, SCATTER, SPRINKLE, STREW"
COMPLICATED,1,"BAROQUE, COMPLEX, ELABORATE, INVOLVED"
DOCUMENT WITH VIDEO,1,"FILM, RECORD, SHOOT, TAPE"
RHYMING TITLES,1,"BE KIND REWIND, E.T., FRIGHT NIGHT, KILL BILL"
KINDS OF SKIRTS,2,"MINI, PENCIL, POODLE, WRAP"
SPREADSHEET TERMS,2,"CELL, FORMULA, SHEET, SORT"
WORDS IN TONGUE TWISTERS,3,"FUZZY, PEPPERS, SEASHELLS, WOODCHUCK"
BABY ___,3,"BOOM, CARROT, SHOWER, TALK"
UNITS OF VEGETABLES,3,"BULB, EAR, HEAD, STALK"
___ YEAR,3,"GAP, LEAP, LIGHT, SCHOOL"
COMMERCIAL ORGANIZATION,0,"AGENCY, COMPANY, ENTERPRISE, FIRM"
DRINKS WITH CAFFEINE,0,"COCOA, COFFEE, MATE, TEA"
BLOCKBUSTER,1,"HIT, SENSATION, SMASH, SUCCESS"
THINGS THAT ARE PINK,1,"BUBBLE GUM, CARNATION, ERASER, FLAMINGO"
"""GIVE ME A BREAK!""",0,"BROTHER, LORD, PLEASE, SHEESH"
"OSTENTATIOUS, AS AN OUTFIT",0,"BRIGHT, FLASHY, GARISH, LOUD"
REMOTE RURAL AREA,1,"BUSH, COUNTRY, STICKS, WOODS"
KINDS OF LIP MAKEUP,1,"BALM, GLOSS, LINER, STAIN"
HIDE FROM VIEW,1,"BLOCK, COVER, SCREEN, SHIELD"
ROMANTIC LETTER SIGN-OFFS,1,"ALWAYS, KISSES, LOVE, YOURS"
EMOTIONALLY SWAY ,2,"AFFECT, IMPACT, MOVE, TOUCH"
ANALOG TV INTERFERENCE,2,"FUZZ, NOISE, SNOW, STATIC"
APPROVAL,1,"CLEARANCE, GO-AHEAD, GREEN LIGHT, THUMBS-UP"
KINDS OF GOLF CLUBS,1,"DRIVER, IRON, WEDGE, WOOD"
MINOR AILMENTS,1,"BUG, CHILL, COLD, COUGH"
RESTAURANT COURSES,1,"DESSERT, MAIN, SIDE, STARTER"
SEA CREATURES,0,"CRAB, RAY, SPONGE, SQUID"
DIVIDE,1,"BRANCH, FORK, PART, SPLIT"
LEADERS WHO RECEIVED THE NOBEL PEACE PRIZE,2,"CARTER, GORE, KING, TUTU"
PASS THE ___,3,"BAR, BUCK, TIME, TORCH"
ARCHERY EQUIPMENT,0,"ARROW, BOW, QUIVER, TARGET"
PLACE TO PLUG SOMETHING IN,1,"JACK, OUTLET, PORT, SOCKET"
TRANSACTION RECORD,2,"BILL, INVOICE, RECEIPT, STATEMENT"
WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,3,"EXPOSE, PATE, RESUME, ROSE"
MUSIC PLAYER BUTTONS,0,"REWIND, SHUFFLE, SKIP, STOP"
STOOL PIGEON,0,"CANARY, FINK, RAT, SNITCH"
WIGGLE ROOM,1,"FREEDOM, LATITUDE, LICENSE, SLACK"
GRILL FUEL SOURCES,1,"CHARCOAL, ELECTRIC, GAS, WOOD"
WEB BROWSER MENUS,2,"FILE, HISTORY, VIEW, WINDOW"
JOAQUIN PHOENIX MOVIES,2,"GLADIATOR, HER, JOKER, SIGNS"
WORDS BEGINNING WITH BODY PARTS,3,"HANDSOME, HIPPO, LEGEND, LIPID"
___ BUNNY,3,"BAD, BUGS, DUST, HONEY"
MONOTONOUS SOUNDS,0,"BUZZ, DRONE, HUM, PURR"
ADJECTIVES FOR ASSETS,1,"FIXED, FROZEN, LIQUID, TOXIC"
COMPONENTS OF A LOCK,2,"CYLINDER, PIN, SPRING, TUMBLER"
SILENT “W”,3,"ANSWER, TWO, WRIST, WRONG"
CONTRIBUTE TO A MOVIE,2,"ACT, DIRECT, PRODUCE, WRITE"
QUANTITY WORDS,2,"FEW, MANY, SEVERAL, SOME"
INSIDE A SCRABBLE BOX,3,"BAG, BOARD, RACKS, TILES"
WORDS WITH “FRUIT”,3,"BREAD, DRAGON, JACK, PASSION"
TANGIBLE,1,"CONCRETE, MATERIAL, REAL, SOLID"
THINGS STORED BY A WEB BROWSER,1,"CACHE, COOKIES, DATA, HISTORY"
PURCHASES FOR A BABY,1,"BOTTLE, CRIB, MOBILE, RATTLE"
FORTITUDE,1,"GRIT, RESOLVE, SPIRIT, WILL"
MESS OF HAIR,1,"MANE, MOP, SHOCK, TANGLE"
BACK TALK,1,"ATTITUDE, CHEEK, LIP, SASS"
KEEP RHYTHM WITH MUSIC,2,"BOB, CLAP, SNAP, TAP"
CHOICEST,2,"BEST, CREAM, PICK, TOP"
REGULATE,2,"CHECK, CONTAIN, CURB, LIMIT"
THINGS THAT SPIN,2,"CAROUSEL, GLOBE, RECORD, TOP"
"SATIRICAL PUBLICATIONS, FAMILIARLY",2,"CRACKED, LAMPOON, MAD, ONION"
LOONEY TUNES FIGURES,2,"BUNNY, DUCK, MARTIAN, PIG"
BAD THINGS FOR A VIDEO CALL TO DO,0,"DROP, ECHO, FREEZE, LAG"
"ENCOURAGE, WITH ""ON""",0,"EGG, GOAD, SPUR, URGE"
FUNDAMENTAL,1,"ESSENTIAL, KEY, PRINCIPAL, STAPLE"
ROULETTE BETS,1,"BLACK, EVEN, ODD, RED"
TOUCH LIGHTLY,0,"BRUSH, GRAZE, KISS, SKIM"
FOLLOW ATTENTIVELY,0,"MONITOR, SURVEY, TRACK, WATCH"
EMBODIMENT,1,"AVATAR, CHARACTER, FIGURE, PERSONA"
CONDITIONS FOR COLLECTIBLES,1,"FAIR, FINE, GOOD, MINT"
SPANISH PRONOUNS,2,"ELLA, ME, SUS, YO"
FORTHRIGHT,2,"DIRECT, FRANK, OPEN, STRAIGHT"
MOVE IN AN EFFORTLESS WAY,2,"BREEZE, COAST, GLIDE, SAIL"
CLASSIC STILL LIFE COMPONENTS,2,"FRUIT, PITCHER, SKULL, TABLECLOTH"
CLASSIC PARTY GAMES,2,"CATEGORIES, CHARADES, FISHBOWL, WEREWOLF"
OLD-FASHIONED,2,"SQUARE, STRAIGHT, STUFFY, TRADITIONAL"
POWER-UPS IN SUPER MARIO WORLD,3,"FEATHER, FLOWER, MUSHROOM, STAR"
___ PIT,3,"BARBECUE, ORCHESTRA, SNAKE, TAR"
WRINKLY THINGS,3,"BRAIN, PRUNE, PUG, WALNUT"
___WOOD,3,"DOG, DRIFT, HOLLY, SANDAL"
COLORS MINUS THEIR FIRST LETTERS,3,"INK, LACK, OLD, RANGE"
MARTINI SPECIFICATIONS,3,"DIRTY, DRY, TWIST, UP"
COMFY SHOES,0,"CROC, LOAFER, MOCCASIN, SLIPPER"
FACADE,1,"BLUFF, FRONT, SHAM, SHOW"
CLASSIC SUPERHERO WEAR,2,"CAPE, MASK, TIGHTS, UNDERWEAR"
CITY HOMOPHONES,3,"DELI, NIECE, ROAM, SOUL"
EXPERIMENTAL,1,"EXPLORATORY, PILOT, PRELIMINARY, TRIAL"
HINDER,1,"CHECK, CURB, HAMPER, INHIBIT"
BOXING UNIT,1,"BOUT, CONTEST, MATCH, ROUND"
"LEAD, AS A TV PROGRAM",1,"ANCHOR, HOST, MODERATE, PRESENT"
BILLIARDS EQUIPMENT,2,"BALL, CHALK, CUE, RACK"
REMOVES THE COVERING OF,2,"PARES, PEELS, SHELLS, SHUCKS"
WHAT “O” MIGHT MEAN,3,"HUG, OF, OXYGEN, ZERO"
FANCY ___,3,"FEAST, FREE, PANTS, THAT"
NEWSPAPER DESKS,2,"CITY, COPY, CULTURE, SPORTS"
THINGS TO CRACK,2,"EGG, KNUCKLES, SMILE, WINDOW"
CLASSIC TATTOOS,3,"ANCHOR, DRAGON, HEART, ROSE"
NUMBER ANAGRAMS,3,"EON, ETHER, NET, TOW"
BIT OF HAIR,0,"CURL, LOCK, RINGLET, TRESS"
EAT A LITTLE,0,"GRAZE, NIBBLE, PECK, SNACK"
USED IN BUILDING A FIRE,0,"KINDLING, LOG, MATCH, TINDER"
PARTY POOPER,0,"BORE, DRAG, DRIP, DUD"
___FLY,3,"BUTTER, DRAGON, FIRE, HORSE"
PREFIXES WITH -CRACY,3,"AUTO, BUREAU, DEMO, PLUTO"
MOVIES MINUS NUMBERS,3,"APOLLO, CANDLES, FANTASTIC, SAMURAI"
GO ___,3,"BANANAS, FIGURE, FISH, STEADY"
PESTERS,0,"BADGERS, BUGS, HOUNDS, NAGS"
DOG SOUNDS,0,"BARK, GROWL, HOWL, WHINE"
PROCESSION,0,"CARAVAN, FLEET, PARADE, TRAIN"
MANUFACTURING LOCATIONS,0,"FACTORY, MILL, PLANT, SHOP"
WALK HEAVILY,0,"LUMBER, PLOD, STOMP, TRUDGE"
BASIC TASTES,0,"BITTER, SALTY, SOUR, SWEET"
CONSTITUTION,1,"COMPOSITION, FABRIC, MAKEUP, STRUCTURE"
UTTERANCE,1,"NOISE, PEEP, SOUND, WORD"
ADVOCATE FOR,1,"BACK, CHAMPION, ENDORSE, SUPPORT"
"CREATE, AS RESULTS",1,"BEAR, GENERATE, PRODUCE, YIELD"
REITERATE,1,"ECHO, PARROT, REPEAT, QUOTE"
STREET SUFFIXES,1,"ALLEY, COURT, DRIVE, LANE"
"DEPOSIT, WITH “DOWN”",2,"LAY, PLACE, PUT, SET"
KINDS OF NOTES,2,"FLAT, NATURAL, QUARTER, WHOLE"
BEAR ___,3,"CLAW, FRUIT, HUG, WITNESS"
BRITPOP BANDS,3,"BLUR, OASIS, PULP, SUEDE"
PROVIDE MORE DETAILS,1,"ELABORATE, EXPAND, EXPLAIN, SPECIFY"
FINGERS,1,"LITTLE, MIDDLE, POINTER, RING"
THROW,1,"CAST, CHUCK, FLING, HURL"
THINGS A DJ DOES,1,"MIX, SAMPLE, SCRATCH, SPIN"
SPELLING BEE RANKS,2,"AMAZING, BEGINNER, GENIUS, SOLID"
INTIMIDATE,2,"BULLY, COW, DAUNT, RATTLE"
COMPONENTS OF AN LP,2,"INSERT, JACKET, RECORD, SLEEVE"
DUMBBELL EXERCISES,2,"CURL, FLY, PRESS, ROW"
