groupName,level,members
PARTS OF A WHEEL,0,"HUB, RIM, SPOKE, TIRE"
MILITARY CLOTHING DESCRIPTORS,1,"CAMO, DRAB, FATIGUE, KHAKI"
USED IN VENTILATION,2,"DUCT, EXHAUST, HOSE, PIPE"
"FAIL TO TAKE ADVANTAGE OF, AS AN OPPORTUNITY",3,"BLOW, LOSE, MISS, WASTE"
COMPANIES THAT HAVE BECOME VERBS,0,"GOOGLE, PHOTOSHOP, UBER, ZOOM"
SILLY PERSON,1,"DODO, GOOF, GOOSE, YAHOO"
KINDS OF SONGS,2,"FOLK, LOVE, SIREN, SWAN"
HOMOPHONES OF SYNONYMS FOR “DESPICABLE”,3,"FOWL, MIEN, OFFAL, VIAL"
ENDORSE,0,"BACK, CHAMPION, SECOND, SUPPORT"
DETAILED,1,"ELABORATE, MINUTE, PARTICULAR, THOROUGH"
ERA,2,"AGE, DAY, PERIOD, TIME"
IN THE NATO ALPHABET,3,"ECHO, KILO, UNIFORM, VICTOR"
INSULT,0,"BURN, KNOCK, SLIGHT, ZING"
CREDIT CARD INFO,1,"EXPIRATION, NAME, NUMBER, ZIP"
SLANG FOR PRINTED MATTER,2,"GLOSSY, MAG, RAG, ZINE"
WINE NICKNAMES,3,"BUBBLY, CAB, CHARD, ZIN"
SHADES OF BLUE,0,"BABY, ICE, POWDER, SKY"
ADJECTIVES FOR A SPORTS CAR,1,"COMPACT, FAST, SLEEK, SPORTY"
WORDS BEFORE “ROGER/S”,2,"GINGER, JOLLY, MISTER, ROY"
DISNEY ANIMATED CHARACTERS PLUS A LETTER,3,"ABUT, BELLED, FLOUNDERS, SCARY"
GYMNASTICS APPARATUS,0,"BARS, BEAM, RINGS, VAULT"
FORCE TO LEAVE,1,"BOOT, BOUNCE, EJECT, REMOVE"
HORROR MOVIES FROM 2022,2,"NOPE, PEARL, SCREAM, SMILE"
HORSE___,3,"FEATHERS, PLAY, POWER, SHOE"
PARTS OF A COLLEGE CAMPUS,0,"CAFETERIA, DORM, LIBRARY, QUAD"
"EXAGGERATED, AS A PERFORMANCE",1,"CAMP, DRAMATIC, HAMMY, OVERDONE"
CLOSE IN ON,2,"CORNER, SURROUND, TRAP, TREE"
STARTS OF GREEK LETTERS,3,"BET, DELT, LAMB, THE"
MEDDLE,0,"NOSE AROUND, POKE, PRY, SNOOP"
WORDS AFTER “NO” TO MEAN “IT’S ALL GOOD”,1,"BIGGIE, HARD FEELINGS, SWEAT, WORRIES"
SUPER ___,2,"GLUE, MARIO WORLD, PAC, POWER"
ENDING WITH FISH,3,"CAMISOLE, CAPE COD, DRUM AND BASS, WU-TANG"
SEQUENCE,0,"RUN, SERIES, STREAK, STRING"
PICK UP ON,1,"CATCH, NOTE, SEE, SPOT"
YOGA BACKBENDS,2,"BRIDGE, COBRA, COW, WHEEL"
ELECTRIC ___,3,"BLANKET, EEL, GUITAR, SLIDE"
SOURCES OF DRINKING WATER,0,"RAIN, SPRING, TAP, WELL"
THINGS YOU CAN DO WITH A FOOTBALL,1,"PASS, PUNT, SNAP, SPIKE"
SHARP FASTENERS,2,"BRAD, NAIL, PIN, TACK"
STARTS OF TEENAGE MUTANT NINJA TURTLES,3,"DON, LEO, MIC, RAP"
MOVE TO THE MUSIC,0,"BOP, BOUNCE, GROOVE, SWAY"
INHALATION,1,"DRAG, DRAW, PUFF, PULL"
MARTINI SPECIFICATIONS,2,"DRY, GIN, SHAKEN, TWIST"
___WORD,3,"BUZZ, CROSS, LOAN, PASS"
ADDITIONAL PERK,0,"BONUS, EXTRA, GRAVY, ICING"
PHASE TRANSITIONS FOR LIQUIDS,1,"CONDENSATION, FREEZING, MELTING, VAPORIZATION"
CONCEPTS FROM “SEINFELD”,2,"FESTIVUS, REGIFTING, SHRINKAGE, YADA YADA"
WHAT ' CAN INDICATE,3,"CONTRACTION, FOOT, POSSESSIVE, QUOTE"
SASSINESS,0,"ATTITUDE, CHEEK, LIP, MOUTH"
MITIGATE,1,"CUSHION, DAMPEN, SOFTEN, TEMPER"
PATTERNS,2,"CAMO, CHECKERS, HONEYCOMB, STRIPES"
___ PIE,3,"CHESS, CUTIE, HUMBLE, WHOOPIE"
DREAD-INDUCING FIGURES,0,"BOGEYMAN, BUGBEAR, HOBGOBLIN, PHANTOM"
KINDS OF STEAKS,1,"CHATEAUBRIAND, FLATIRON, PORTERHOUSE, TOMAHAWK"
RELATED TO BUYING A HOME,2,"APPRAISAL, ESCROW, INSURANCE, MORTGAGE"
ANIMALS ENDING WITH ANIMALS,3,"GEODUCK, SEAHORSE, TITMOUSE, WOMBAT"
COLOSSAL,0,"GIANT, GREAT, MAMMOTH, TITANIC"
LEAVE QUICKLY,1,"BOUNCE, DIP, JET, SPLIT"
PARTS OF A BASKETBALL HOOP,2,"BACKBOARD, NET, POLE, RIM"
HOMOPHONES OF SYNONYMS FOR “NAB”,3,"KNICK, LUTE, RABE, STEEL"
HUSH-HUSH,0,"MUM, PRIVATE, QUIET, SECRET"
STATE ABBREVIATIONS,1,"IN, MA, OH, OK"
BASEBALL CALLS,2,"BALL, FAIR, FOUL, OUT"
QUEEN ___,3,"BED, BEE, MARY, MOTHER"
HERBS AND SPICES,0,"ANISE, DILL, MACE, SAGE"
SHADES OF GREEN,1,"BOTTLE, HUNTER, KELLY, PEA"
TRAVEL ON FOOT,2,"MARCH, HIKE, TRAMP, TREK"
STARTS OF EUROPEAN CAPITALS,3,"COPE, LUXE, SARA, WARS"
"""NOTHING TO IT!""",0,"CHILD’S PLAY, EASY, NO SWEAT, PIECE OF CAKE"
OUTDOOR EVENTS,1,"BLOCK PARTY, FESTIVAL, PICNIC, TAILGATE"
"WORDS BEFORE ""SCHOOL""",2,"ELEMENTARY, GRADE, GRAMMAR, PRIMARY"
ASSOCIATED WITH TRICKS,3,"CON GAME, HALLOWEEN, HEARTS, MAGIC SHOW"
FOREMOST,0,"FIRST, INITIAL, ORIGINAL, PRIMARY"
INDICATION,1,"EVIDENCE, HINT, SIGN, TRACE"
ITEM IN A COLLECTION,2,"COIN, COMIC, RECORD, STAMP"
___ MOVIE,3,"BUDDY, CULT, DATE, SILENT"
DISCOUNT,0,"DEAL, PROMOTION, SALE, SPECIAL"
IRRITATE,1,"BUG, NETTLE, RUFFLE, STEAM"
POKER ACTIONS,2,"CALL, CHECK, FOLD, RAISE"
THINGS YOU CAN PUMP,3,"BRAKES, FIST, GAS, IRON"
INSTRUCT,0,"COACH, DIRECT, GUIDE, TRAIN"
MEANS,1,"INSTRUMENT, MEDIUM, ORGAN, VEHICLE"
STARTING WITH GREEK NUMERICAL PREFIXES,2,"DIOXIDE, MONORAIL, TETRACYCLINE, TRIANGLE"
ANAGRAMS OF MUSICAL INSTRUMENTS,3,"ABUT, BULGE, GROAN, VOILA"
FIRST ___,0,"AID, LADY, NATIONS, RESPONDER"
SECOND ___,1,"COMING, FIDDLE, GUESS, NATURE"
THIRD ___,2,"EYE, PARTY, RAIL, ROCK"
LAST ___,3,"LAUGH, RESORT, STRAW, SUPPER"
APTITUDE,0,"BENT, FACULTY, FLAIR, GIFT"
SILENT “W”,1,"PLAYWRIGHT, SWORD, WRAP, WREATH"
LEGENDS OF CLASSIC HOLLYWOOD,2,"DEAN, GABLE, GARLAND, TEMPLE"
HIT THE ___,3,"HAY, JACKPOT, ROAD, ROOF"
ATTACH WITH ADHESIVE,0,"ADHERE, AFFIX, GLUE, STICK"
POLITE TERMS FOR SEX,1,"COMMERCE, CONGRESS, INTIMACY, RELATIONS"
BOWLING RESULTS,2,"FOUL, SPARE, SPLIT, STRIKE"
CONTRONYMS (WORDS THAT CAN MEAN OPPOSITE THINGS),3,"CLEAVE, GARNISH, OVERSIGHT, SANCTION"
EMULATE,0,"COPY, ECHO, MIRROR, PARROT"
SPORTS,1,"CRICKET, GOLF, POLO, SQUASH"
MANIA,2,"BUG, CRAZE, FAD, FEVER"
SINGLE ANIMAL IN A CREATIVELY SPELLED BAND NAME,3,"BEETLE, BIRD, GORILLA, MONKEY"
ARTHROPODS,0,"APHID, BEETLE, MITE, TICK"
TREES,1,"BEECH, CEDAR, PINE, YEW"
[LETTER] (IS) FOR ___,2,"APPLE, COOKIE, EFFORT, VENDETTA"
WORDS THAT SOUNDS LIKE TWO LETTERS,3,"DECAY, EASY, GEO, ZITI"
SUBTERRANEAN TRANSIT,0,"METRO, SUBWAY, TUBE, UNDERGROUND"
MAKE INTO SMALLER PIECES WHILE COOKING,1,"CUBE, GRATE, MINCE, SLICE"
USED TO DECORATE A SNOWMAN,2,"CARROT, COAL, PIPE, SCARF"
___ CODE,3,"DRESS, HEALTH, SECRET, ZIP"
ACCESSORY WITH A POINTY FASTENER,0,"BADGE, BROOCH, BUTTON, PIN"
TEASE,1,"BAIT, NEEDLE, RAG, RIB"
BOXING PUNCHES,2,"CROSS, HOOK, JAB, UPPERCUT"
MUSCLE NICKNAMES PLUS “S”,3,"SHAMMY, SPEC, SQUAD, STRAP"
MOUSE ACTIONS,0,"CLICK, DRAG, HOVER, SCROLL"
PERFORATE,1,"BORE, PIERCE, POKE, PUNCH"
ONES WITH POINTY EARS,2,"BATMAN, DEVIL, ELF, VULCAN"
WIMBLEDON WINNERS,3,"BORG, GRAF, KING, SINNER"
"MAKE EQUAL, AS A SCORE",0,"DRAW, EVEN, SQUARE, TIE"
BESTOW,1,"CONFER, GRANT, PRESENT, VEST"
THINGS YOU MIGHT DO DURING A BORING CLASS/MEETING,2,"DOODLE, DOZE, PASS NOTES, SPACE"
WORDS AFTER THE LETTERS “MS”,3,"DEGREE, MARVEL, PAC-MAN, PAINT"
RESULT,0,"FRUIT, PRODUCT, RETURN, YIELD"
KINDS OF JOKES,1,"DAD, INSIDE, KNOCK-KNOCK, PRACTICAL"
MOVIES FEATURING SUPERNATURAL ROMANCE,2,"CASPER, GHOST, LET ME IN, TWILIGHT"
CORN-Y THINGS,3,"MAZE, MUFFIN, SILK, SYRUP"
INFLUENCE,0,"JUICE, PULL, SWAY, WEIGHT"
AMASS,1,"CLUSTER, COLLECT, CONCENTRATE, GROUP"
KINDS OF FICTION,2,"FAN, HISTORICAL, PULP, SCIENCE"
"STARTING WITH MATH AND SCIENCE CLASSES, FOR SHORT",3,"BIOPIC, CALCIUM, CHEMISE, TRIGLYCERIDE"
ORDINARY,0,"NORMAL, PLAIN, STANDARD, VANILLA"
ABANDON,1,"DESERT, DUMP, MAROON, STRAND"
SPECS ON CONSUMER PACKAGING,2,"COUNT, MEASURE, WEIGHT, VOLUME"
DARK ___,3,"AGES, CHOCOLATE, HORSE, MATTER"
GROUPS OF TEN,0,"BOWLING PINS, COMMANDMENTS, DECADE, FINGERS"
PLACES WITH LANES,1,"BOWLING ALLEY, HIGHWAY, SUPERMARKET, SWIMMING POOL"
LANDMARKS IN DOWNTOWN NYC,2,"BOWLING GREEN, BROOKLYN BRIDGE, CITY HALL, WALL STREET"
THINGS WITH HOLES,3,"BOWLING BALL, COLANDER, GOLF COURSE, SPONGE"
CAPTIVATE,0,"CHARM, ENTRANCE, RIVET, THRILL"
EXCERPT,1,"CLIP, EXTRACT, PASSAGE, QUOTE"
MEMBER OF A GIRL GROUP,2,"BANGLE, CHICK, GO-GO, SUPREME"
STAR___,3,"BOARD, FISH, GATE, STRUCK"
DERRIERE,0,"BACKSIDE, CABOOSE, SEAT, TAIL"
USED TO HIT A BALL IN SPORTS,1,"BAT, MALLET, RACKET, STICK"
COMPONENTS OF A BRIDE’S ENSEMBLE,2,"BOUQUET, BUSTLE, TRAIN, VEIL"
RHYMING COMPOUND WORDS,3,"BACKPACK, COOKBOOK, HUBBUB, NITWIT"
POULTRY CUTS,0,"BREAST, TENDER, THIGH, WING"
"HANDLE, AS A BILL",1,"FOOT, PAY, SETTLE, TAKE CARE OF"
SPLENDID,2,"BRILLIANT, CAPITAL, FINE, GRAND"
STARTS OF CULINARY NUTS,3,"CASH, HAZE, MAC, PEC"
INTREPIDITY,0,"FORTITUDE, GRIT, PLUCK, RESOLVE"
RENOVATIONS,1,"CONSTRUCTION, REPAIRS, UPGRADES, WORK"
TROUNCE,2,"CREAM, CRUSH, ROUT, SHELLAC"
KINDS OF SOFT/LIGHTWEIGHT PAPER,3,"CREPE, ROLLING, TISSUE, TOILET"
CONVENIENTLY LOCATED,0,"ACCESSIBLE, CLOSE, HANDY, NEARBY"
NEEDS FOR SENDING A LETTER,1,"ADDRESS, ENVELOPE, NAME, STAMP"
WORDS ON A DOOR,2,"EXIT, OPEN, PUSH, WELCOME"
FIRST AMENDMENT FREEDOMS,3,"ASSEMBLY, PETITION, PRESS, SPEECH"
INDICATION,0,"CUE, NOD, PROMPT, SIGNAL"
OPPORTUNITY,1,"BREAK, CHANCE, OPENING, SHOT"
HOTEL AMENITIES,2,"BREAKFAST, PARKING, POOL, WI-FI"
"WORDS BEFORE ""WATCH""",3,"DIGITAL, POCKET, STOP, WRIST"
QUITE THE TALKER,0,"BLABBERMOUTH, CHATTERBOX, PRATTLER, WINDBAG"
FORTIFIED WINES,1,"MARSALA, PORT, SHERRY, VERMOUTH"
___ ROCK,2,"CLASSIC, LITTLE, PLYMOUTH, THE"
STARTING WITH WAYS TO MOVE QUICKLY,3,"DARTMOUTH, DASHBOARD, FLYWHEEL, RUSHMORE"
BLACK-AND-WHITE THINGS,0,"DOMINO, PIANO KEYS, YIN-YANG SYMBOL, ZEBRA"
PAIRS OF RODS,1,"CHOPSTICKS, CLAVES, KNITTING NEEDLES, SKI POLES"
THINGS THAT ROTATE ABOUT A VERTICAL AXIS,2,"BARBER POLE, CAROUSEL, CEILING FAN, LAZY SUSAN"
RODS THAT CURVE AT ONE END,3,"CANDY CANE, CROCHET HOOK, CROOK, CROWBAR"
BLUNDER,0,"BOO-BOO, FLUB, GAFFE, NO-NO"
LANDS OF THE IMAGINATION,1,"DREAM, FANTASY, LA-LA, NEVER NEVER"
THINGS WITH ANTENNA/E,2,"INSECT, RADIO TOWER, SATELLITE DISH, TELETUBBY"
___ DOODLE,3,"CHEESE, DIPSY, GOOGLE, YANKEE"
U.S. PRESIDENTS,0,"ADAMS, FORD, GRANT, WASHINGTON"
ACTORS WHOSE LAST NAMES ARE ALSO VERBS,1,"CHEVY CHASE, CHRISTOPH WALTZ, GEOFFREY RUSH, TOM CRUISE"
KINDS OF POKER,2,"DRAW, OMAHA, STRIP, STUD"
PROPER NOUNS AFTER GERUNDS IN '90S MOVIE TITLES,3,"AMY, JOHN MALKOVICH, LAS VEGAS, PRIVATE RYAN"
LIQUIDS YOU PUT INTO CARS,0,"BRAKE FLUID, COOLANT, FUEL, OIL"
ARENA,1,"BOWL, COLISEUM, HIPPODROME, STADIUM"
SKULDUGGERY,2,"CHICANERY, DECEIT, LEGERDEMAIN, SUBTERFUGE"
MODERN INVENTIONS,3,"CRYPTO, PODCAST, SMARTWATCH, VAPE"
WINE VESSELS,0,"BOTTLE, CARAFE, DECANTER, GLASS"
RIPPED,1,"CLEFT, RENT, SPLIT, TORN"
KINDS OF SNAKES,2,"CORAL, GARTER, KING, RATTLE"
___ CALL,3,"BOOTY, CLOSE, COLD, CURTAIN"
PREDICAMENT,0,"FIX, JAM, MESS, PICKLE"
SMALL SPHERICAL THINGS,1,"MOTHBALL, PEA, PEARL, POM-POM"
PIPE-SMOKING ACCESSORIES,2,"FILTER, LIGHTER, PIPE CLEANER, TAMPER"
"WHAT ""DOWN"" MIGHT MEAN",3,"FEATHERS, GUZZLE, SAD, WILLING"
DISTINGUISHING CHARACTERISTICS,0,"MOLE, PIERCING, SCAR, TATTOO"
A REAL JERK,1,"CREEP, HEEL, RAT, SKUNK"
PESTER,2,"BADGER, BUG, HARRY, RIDE"
"WORDS BEFORE ""STOOL""",3,"BAR, FOOT, STEP, TOAD"
RESTAURANT WATER OPTIONS,0,"BOTTLED, SPARKLING, STILL, TAP"
ATM OPTIONS,1,"CHECKING, DEPOSIT, SAVINGS, WITHDRAWAL"
BINARY QUESTION OPTIONS,2,"FALSE, NO, TRUE, YES"
ROULETTE OPTIONS,3,"BLACK, EVEN, ODD, RED"
PLACES TO GET TRAPPED,0,"NET, SNARE, TANGLE, WEB"
USED FOR TEA,1,"CUP, KETTLE, TEABAG, WATER"
ASSOCIATED WITH HARDNESS,2,"DIAMOND, NAILS, ROCK, STEEL"
ENDING WITH KEYBOARD KEYS,3,"CANTAB, CYBERSPACE, ICECAPS, MAKESHIFT"
FAMOUS PERSON,0,"FIGURE, NAME, PERSONALITY, STAR"
INCREASE,1,"BALLOON, MOUNT, MUSHROOM, WAX"
PLACES THAT SELL GAS,2,"7-ELEVEN, CHEVRON, GULF, SHELL"
___ SPLIT,3,"7-10, BANANA, LICKETY, STOCK"
MUSIC GENRES,0,"EMO, FUNK, METAL, POP"
NOT BE GOOD,1,"BITE, BLOW, STINK, SUCK"
DO EXCEPTIONALLY WELL,2,"EAT, ROCK, RULE, SLAY"
CONTEMPORARY COMPOSERS,3,"CAGE, ENO, GLASS, REICH"
CRITICIZE HARSHLY,0,"BASH, BLAST, FLAME, ROAST"
COMMON COMPONENTS OF BOARD GAMES,1,"BOARD, CARDS, DICE, PIECES"
HETERONYMS,2,"AXES, BASS, COORDINATE, DOES"
___STICKS,3,"CHOP, DRUM, FIDDLE, FISH"
FIRST APPEARANCE,0,"DEBUT, INTRODUCTION, LAUNCH, PREMIERE"
ONES CELEBRATED WITH HOLIDAYS,1,"MOTHER, PRESIDENT, SAINT PATRICK, SAINT VALENTINE"
FAMOUS POETS,2,"BISHOP, BURNS, LORDE, POPE"
"WHAT ""CARDINAL"" MIGHT REFER TO",3,"BIRD, CLERGY MEMBER, M.L.B. PLAYER, N.F.L. PLAYER"
CURSES,0,"EXPLETIVES, FOUR-LETTER WORDS, PROFANITY, SWEARING"
"IN ""A VISIT FROM ST. NICHOLAS""",1,"CHRISTMAS, HOUSE, MOUSE, STIRRING"
WORN BY EARRING MAGIC KEN,2,"EARRING, MESH SHIRT, NECKLACE, PLEATHER VEST"
STARTING WITH POSSESSIVE DETERMINERS,3,"HERRING, HISTAMINE, MYSTERY, OUROBOROS"
BEGINNING,0,"BIRTH, DAWN, GENESIS, START"
JOIN,1,"BOND, COMBINE, FUSE, WED"
TV-RELATED ABBREVIATIONS IN THE '80S,2,"ALF, MTV, NES, VHS"
MAY___,3,"DAY, FLOWER, FLY, POLE"
WHAT YOU MIGHT SEE ON A CHRISTMAS TREE,0,"ANGEL, CANDY CANE, STRING LIGHTS, TINSEL"
"CLEAN UP, AS A PHOTOGRAPH",1,"AIRBRUSH, FIX, PHOTOSHOP, TOUCH UP"
FRENCH FOOD WORDS,2,"CORNICHON, PAIN, PAMPLEMOUSSE, VINAIGRETTE"
THINGS WITH CELLS,3,"HONEYCOMB, ORGANISM, SOLAR PANEL, SPREADSHEET"
PIQUANCY,0,"KICK, PUNCH, ZEST, ZING"
AVAILABLE,1,"FREE, SINGLE, SOLO, STAG"
MALE ANIMALS,2,"BILLY, BUCK, JACK, RAM"
CHINESE DYNASTIES,3,"HAN, MING, SONG, TANG"
RUPTURED,0,"BLEW, BROKE, BURST, SPLIT"
APPARITION,1,"SHADE, SPECTER, SPIRIT, WIGHT"
PREDICT,2,"CALL, DIVINE, FORECAST, READ"
"""BEST ___ PERFORMANCE"" GRAMMY AWARD",3,"AMERICANA, CHORAL, JAZZ, RAP"
GYMNASTICS MOVES,0,"AERIAL, ARABESQUE, ROUNDOFF, SPLIT"
DISNEY PRINCESSES,1,"ARIEL, AURORA, MERIDA, TIANA"
FONTS,2,"ARIAL, GEORGIA, IMPACT, VERDANA"
GEOMETRY ADJECTIVES,3,"ANGULAR, AREAL, LINEAR, VOLUMETRIC"
NONSENSE,0,"BALONEY, BULL, BUNK, RUBBISH"
"INCREASE, WITH ""UP""",1,"CRANK, HIKE, JACK, RAISE"
FICTIONAL SPIES,2,"ARCHER, HUNT, PEEL, POWERS"
CAT___,3,"FISH, NAP, TAIL, WALK"
FINISHED,0,"COMPLETE, DONE, OVER, THROUGH"
THINGS WITH SHELLS,1,"EGG, HARD TACO, M&M, SNAIL"
SWIG,2,"BELT, GULP, SHOT, SLUG"
___DOG,3,"BULL, LAP, UNDER, WATCH"
"""YOU SHOULD KNOW BETTER!""",0,"BAD, SHAME, TSK, TUT TUT"
MOVE QUICKLY,1,"BARREL, FLY, RACE, ZIP"
EDDIE MURPHY ROLES,2,"AKEEM, DOLITTLE, DONKEY, FOLEY"
KING ___,3,"CAKE, COBRA, KONG, TUT"
BLEMISH,0,"DENT, DING, MAR, SCRATCH"
BEHEMOTH,1,"COLOSSUS, MAMMOTH, WHALE, WHOPPER"
RUDE THINGS TO DO,2,"POINT, SNICKER, STARE, WHISPER"
ON A BASEBALL FIELD,3,"BASE, BOX, MOUND, PLATE"
ENTREATY,0,"APPEAL, BID, CALL, PETITION"
CONTACT INFO,1,"ADDRESS, EMAIL, NAME, NUMBER"
KINDS OF CAMERA LENSES,2,"FISHEYE, MACRO, TELEPHOTO, ZOOM"
BODIES OF WATER PLUS STARTING LETTER,3,"DRIVER, EBAY, FINLET, FLAKE"
IMPORTANT,0,"CRITICAL, KEY, MAJOR, PRINCIPAL"
INTIMATE AND UNDISCLOSED,1,"INNER, PERSONAL, PRIVATE, SECRET"
GLOBAL CURRENCIES,2,"DOLLAR, POUND, STERLING, WON"
BUFFALO ___,3,"BILL, NICKEL, SOLDIER, WING"
ENTRYWAY,0,"DOOR, GATE, HATCH, PORTAL"
MAP FEATURES,1,"COMPASS, INSET, KEY, SCALE"
SURPASS,2,"BEAT, BEST, BETTER, TOP"
STREETS WITH SYMBOLIC IMPORTANCE,3,"DOWNING, FLEET, MAIN, WALL"
FLOORING OPTIONS,0,"CARPET, LAMINATE, TILE, WOOD"
BEACHY AREA,1,"BANK, COAST, SHORE, STRAND"
ROMANTIC VIBE,2,"CHEMISTRY, CONNECTION, FIREWORKS, SPARK"
MEMBER OF A CLASSIC BACKING BAND,3,"BANSHEE, HEARTBREAKER, PIP, WAILER"
KEEP TABS ON,0,"FOLLOW, MONITOR, TRACK, WATCH"
ONE IN A DOZEN,1,"DONUT, JUROR, MONTH, ROSE"
THINGS WITH INK,2,"PEN, PRINTER, SQUID, TATTOO MACHINE"
___ RABBIT,3,"ROGER, TRIX, VELVETEEN, WHITE"
THEY'RE BLOWIN' IN THE WIND,0,"FLAG, PINWHEEL, VANE, WIND CHIME"
CHANGE ONE’S TUNE,1,"ABOUT-FACE, BACKPEDAL, FLIP-FLOP, RENEGE"
CRAM,2,"JAM, SHOEHORN, STUFF, WEDGE"
LAST WORDS IN LONG-RUNNING CHILDREN’S SHOW TITLES,3,"KANGAROO, NEIGHBORHOOD, RAINBOW, STREET"
INTO IT,0,"DOWN, EAGER, GAME, WILLING"
FURNISH,1,"EQUIP, OUTFIT, PREPARE, READY"
ORGS WITH STARS IN THEIR LOGOS,2,"NASA, N.F.L., PARAMOUNT, SUBARU"
HOMOPHONES OF GENESIS FIGURES,3,"ABLE, CANE, EAVE, NOAA"
EVALUATE,0,"GRADE, RANK, RATE, SCORE"
EXHIBIT NERVOUSNESS,1,"BLUSH, FIDGET, PACE, SWEAT"
"THINGS THAT CAN RUN, ANNOYINGLY",2,"DYE, MASCARA, NOSE, STOCKINGS"
PAPER ___,3,"CLIP, TIGER, TOWEL, TRAIL"
CAR BRANDS,0,"DODGE, FORD, LINCOLN, RAM"
BIT OF SPORTS BAR FARE,1,"CHIP, DIP, FRY, WING"
N.H.L. TEAM MEMBER,2,"DUCK, FLYER, SENATOR, STAR"
SKY___,3,"DIVE, LARK, ROCKET, SCRAPER"
TOUCHSCREEN GESTURES,0,"PINCH, SCROLL, SWIPE, TAP"
RELAX,1,"CHILL, LOAF, LOUNGE, VEG"
RESTAURANT SEATING OPTIONS,2,"BAR, BOOTH, COUNTER, TABLE"
VEGETABLES WITH FIRST LETTER REMOVED,3,"ALE, EEK, HIVE, QUASH"
BASIC GEOMETRIC CALCULATIONS,0,"AREA, LENGTH, PERIMETER, VOLUME"
BLACK-AND-WHITE THINGS,1,"CROSSWORD, DOMINO, ORCA, OREO"
LAS VEGAS CASINO HOTELS,2,"ARIA, ENCORE, EXCALIBUR, LUXOR"
WORDS THAT SOUND LIKE PLURAL LETTERS,3,"ARS, AYES, EASE, OWES"
CHEERFUL,0,"BOUNCY, BRIGHT, MERRY, SUNNY"
"""RUBBER BABY BUGGY BUMPER""",1,"BABY, BUGGY, BUMPER, RUBBER"
KINDS OF LUGGAGE,2,"CARRY-ON, DUFFEL, HARD-SHELL, ROLLER"
TITLE CHARACTERS IN '80S MOVIES,3,"FERRIS, HEATHER, INDIANA, PEE-WEE"
MOVIE,0,"FEATURE, FILM, FLICK, PICTURE"
STREW,1,"LITTER, PEPPER, SCATTER, SPRINKLE"
WRINKLY THINGS,2,"BRAIN, CREPE PAPER, PRUNE, SHAR PEI"
SWEET ___,3,"POTATO, SIXTEEN, TALK, TOOTH"
