groupName,level,members
WORDS BEFORE “BED”,3,"CANOPY, DAY, MURPHY, WATER"
"PROHIBIT, AS ENTRY",0,"BAR, BLOCK, DENY, REFUSE"
FOLDERS ON A MAC,1,"DESKTOP, MUSIC, PICTURES, TRASH"
MEDICINE FORMATS,2,"CREAM, PATCH, SPRAY, TABLET"
THINGS THAT OPEN LIKE A CLAM,3,"CLAM, COMPACT, LAPTOP, WAFFLE IRON"
FINE PRINT,0,"ASTERISK, CATCH, CONDITION, STRINGS"
CHARACTERS WITH GREEN SKIN,1,"ELPHABA, GRINCH, HULK, SHREK"
FEATURES OF THE NATIONAL MALL IN D.C.,2,"CAPITOL, MALL, OBELISK, POOL"
FAMOUS RIDDLE-GIVERS,3,"BRIDGE TROLL, MAD HATTER, RIDDLER, SPHINX"
QUITE THE PARTY,0,"BASH, BLAST, BLOWOUT, RAVE"
ONE’S CONSTITUTION,1,"CHARACTER, FIBER, MAKEUP, NATURE"
BRITISH IMPERIAL UNITS OF WEIGHT,2,"DRAM, OUNCE, POUND, STONE"
WHAT “CAT’S EYE” CAN BE USED TO DESCRIBE,3,"EYELINER, GLASSES, MARBLE, NEBULA"
BABY GEAR,0,"BIB, BOTTLE, MONITOR, STROLLER"
"KINDS OF PANTS MINUS ""S""",1,"CAPRI, JEAN, JOGGER, SLACK"
NEW YORK SPORTS TEAM MEMBERS,2,"JET, MET, NET, RANGER"
BLACK WOMEN AUTHORS,3,"BUTLER, GAY, HOOKS, WALKER"
PLAYING CARDS,0,"ACE, JACK, KING, QUEEN"
DOPPELGÄNGER,1,"CLONE, DOUBLE, RINGER, TWIN"
EAR PIERCING SITES,2,"CONCH, HELIX, LOBE, ROOK"
___ MAIL,3,"CHAIN, ELECTRONIC, JUNK, SNAIL"
ITEMS IN A LINEN CLOSET,0,"PILLOWCASE, SHEET, TOWEL, WASHCLOTH"
DIAMETRIC,1,"COUNTER, OPPOSITE, POLAR, REVERSE"
LINGERIE,2,"GARTER, HOSE, SLIP, TEDDY"
CARD GAMES WITH FIRST LETTER CHANGED,3,"DIN, FRIDGE, GUMMY, JOKER"
ROUND FLAT THINGS,0,"COASTER, FRISBEE, PANCAKE, RECORD"
AIRPORT FEATURES,1,"CAROUSEL, FOOD COURT, GATE, LOUNGE"
GUITAR PLAYING TECHNIQUES,2,"BEND, PICK, SLIDE, STRUM"
WHAT CHARACTERS WERE TRANSFORMED INTO IN “BEAUTY AND THE BEAST”,3,"BEAST, CANDELABRA, CLOCK, TEACUP"
CONNECT,0,"BRIDGE, JOIN, LINK, UNITE"
PARTS OF A BIKE,1,"CHAIN, PEDAL, SADDLE, WHEEL"
BEST PICTURE WINNERS SINCE 2000,2,"CHICAGO, CRASH, GLADIATOR, MOONLIGHT"
MUSIC GENRES PLUS A LETTER,3,"BLUEST, POPE, ROCKY, SKAT"
SALUTE,0,"APPLAUD, HAIL, HONOR, PRAISE"
SUITABLE,1,"APT, FIT, PROPER, RIGHT"
VERBS FOR FINISHING DONUTS,2,"FROST, GLAZE, POWDER, SPRINKLE"
WHAT “BUFF” MIGHT MEAN,3,"ENTHUSIAST, MUSCULAR, NUDE, POLISH"
RODS,0,"BAT, CLUB, STAFF, STICK"
THEY'RE ON A ROLL!,1,"FOIL, TAPE, RIBBON, TOILET PAPER"
COMMON SWAG ITEMS,2,"HAT, TEE, TOTE, WATER BOTTLE"
WORDS BEFORE “SHACK”,3,"CADDY, LOVE, RADIO, SHAKE"
ALCOVE,0,"CAVITY, HOLLOW, NOOK, RECESS"
WAYS TO RECOGNIZE ACHIEVEMENT,1,"CERTIFICATE, MEDAL, PLAQUE, TROPHY"
VERBS IN BREADMAKING,2,"FERMENT, PROOF, REST, RISE"
THINGS YOU CAN BLOW,3,"BUBBLE, FUSE, KISS, RASPBERRY"
LOCAL WATERING HOLE,0,"DIVE, ESTABLISHMENT, HAUNT, JOINT"
COMPETE IN A MODERN PENTATHLON,1,"FENCE, RIDE, SHOOT, SWIM"
"ENSURE, AS A VICTORY",2,"CINCH, GUARANTEE, ICE, LOCK"
___ FUND,3,"HEDGE, MUTUAL, SLUSH, TRUST"
EXPEDITION,0,"JOURNEY, ODYSSEY, QUEST, VOYAGE"
HOLD DEAR,1,"ESTEEM, PRIZE, TREASURE, VALUE"
WORDS WHOSE ONLY VOWEL IS “Y”,2,"MYRRH, NYMPH, RHYTHM, SPHYNX"
NAMES ENDING IN “K” PLUS WORD,3,"FRANKINCENSE, JACKPOT, MARKDOWN, NICKNAME"
BE OSTENTATIOUS,0,"GRANDSTAND, POSTURE, SHOWBOAT, SWAGGER"
COPACETIC,1,"FINE, HUNKY-DORY, OK, SWELL"
KINDS OF BRACELETS,2,"CHARM, FRIENDSHIP, ID, TENNIS"
THINGS YOU CAN PRACTICE,3,"LAW, MEDICINE, SELF-CARE, WITCHCRAFT"
PARTS OF A SONG,0,"BRIDGE, CHORUS, HOOK, REFRAIN"
SUPPORT AUDIBLY,1,"CHEER, CLAP, ROOT, WHISTLE"
THINGS IN AN ENTRYWAY,2,"BENCH, COAT RACK, CONSOLE, RUNNER"
IMAGERY IN MAGRITTE PAINTINGS,3,"APPLE, BOWLER, CLOUD, PIPE"
PRECIPICE,0,"BRINK, CUSP, EVE, VERGE"
PLUMBING EQUIPMENT,1,"PIPE, PLUNGER, SNAKE, WRENCH"
WAYS TO MODIFY A CAR'S EXTERIOR,2,"BUMPER, GRILLE, RIM, SPOILER"
BEST FEMALE ROCK PERFORMANCE GRAMMY WINNERS,3,"APPLE, CROW, SUMMER, TURNER"
NEWSPAPER JOBS,0,"COLUMNIST, EDITOR, PHOTOGRAPHER, REPORTER"
EVERYDAY,1,"COMMON, REGULAR, ROUTINE, STANDARD"
WHAT “CON” MIGHT MEAN,2,"CONVENTION, CRIMINAL, DRAWBACK, SWINDLE"
ENDING WITH KINDS OF DOGS,3,"NEWSHOUND, SHADOWBOXER, SNICKERDOODLE, TRENDSETTER"
TIPS FOR WORKING OUT SAFELY,0,"BREATHE, HYDRATE, REST, STRETCH"
ESTABLISH,1,"FOUND, INSTITUTE, LAUNCH, START"
DITTY,2,"AIR, NUMBER, SONG, STRAIN"
SPRING ___,3,"CHICKEN, EQUINOX, FLING, ONION"
PERSIST,0,"HOLD, LAST, STAND, STAY"
ANIMAL METAPHORS IN ECONOMICS,1,"BEAR, BULL, DOVE, HAWK"
SIDEBAR INFO ON A PERSON’S WIKIPEDIA PAGE,2,"BORN, EDUCATION, OCCUPATION, SPOUSE"
HOMOPHONES OF SLANG FOR MONEY,3,"BRED, CACHE, DOE, LUTE"
KEYBOARD SHORTCUT COMMANDS,0,"PASTE, PRINT, QUIT, SAVE"
SECURE IN ADVANCE,1,"BOOK, ORDER, REQUEST, RESERVE"
CRIME ORGANIZATION,2,"CREW, FAMILY, RING, SYNDICATE"
SPELLING BEE RANKS MINUS A LETTER,3,"GENUS, GOO, MAZING, SLID"
ARBITRATE,0,"CHAIR, JUDGE, MEDIATE, MODERATE"
THINGS YOU CAN INSERT IN A DOCUMENT,1,"CHART, IMAGE, TABLE, TEXT BOX"
'80S SLANG,2,"CHILL, PSYCH, RADICAL, WORD"
___ DUTY,3,"CIVIC, CUSTOMS, HEAVY, JURY"
BOAST,0,"BLUSTER, CROW, SHOW OFF, STRUT"
ARC-SHAPED THINGS,1,"BANANA, EYEBROW, FLIGHT PATH, RAINBOW"
CEREAL MASCOTS,2,"COUNT, ELVES, LEPRECHAUN, ROOSTER"
WAYS TO DENOTE A CITATION,3,"ASTERISK, DAGGER, NUMBER, PARENS"
GETTING COZY,0,"CUDDLING, HUGGING, SNUGGLING, SPOONING"
GOSSIPING,1,"BUZZING, DISHING, SPILLING, WHISPERING"
ENGAGING IN AN ACTIVITY WITH PINS OR NEEDLES,2,"ACUPUNCTURING, BOWLING, SEWING, WRESTLING"
STARTING WITH TITLES,3,"DOCTORING, LORDING, MISSING, SIRING"
PERSPECTIVE,0,"ANGLE, BENT, LENS, POINT OF VIEW"
SEEN AT AN ICE CREAM SHOP,1,"CONE, CUP, LITTLE SPOON, SCOOP"
HIT SONGS OF 1998,2,"CLOSING TIME, IRIS, ONE WEEK, TOO CLOSE"
HOT ___,3,"DOG, POTATO, ROD, WATER BOTTLE"
GODDESS,0,"DIVA, ICON, LEGEND, QUEEN"
ELEMENTS OF A CLASSIC “MOM” TATTOO,1,"ARROW, HEART, MOM, RIBBON"
DOGS OF THE SCREEN,2,"ASTRO, BLUE, HOOCH, TOTO"
___ TERRIER,3,"BORDER, BOSTON, BULL, RAT"
SLANG FOR COFFEE,0,"BREW, JAVA, MUD, ROCKET FUEL"
"""AW, HECK!""",1,"BLAST, CRUD, CURSES, FUDGE"
CONSIDERATIONS FOR MOVIE RATINGS,2,"ACTION, LANGUAGE, NUDITY, SMOKING"
WHAT “POP” MIGHT MEAN,3,"BURST, FATHER, POPULAR, SODA"
EXPRESSIONLESS,0,"BLANK, FLAT, INANIMATE, WOODEN"
DRAPERY HANGING ITEMS,1,"BRACKET, CURTAIN, HOOK, ROD"
WHAT A DRINK IS SERVED WITH,2,"COASTER, GARNISH, GLASS, STRAW"
STARTING WITH METHODS OF TRANSPORTATION,3,"BUSBOY, CARBON, SHIPSHAPE, TRAINEE"
THINGS TO BOOK FOR A VACATION,0,"CAR, FLIGHT, HOTEL, TOUR"
METTLE,1,"FIGHT, GRIT, RESOLVE, SPIRIT"
BAD THINGS FOR A WEBSITE TO DO,2,"FREEZE, GLITCH, TIMEOUT, QUIT"
FIGURES IN CLASSIC DISNEY ANIMATED FILMS,3,"ELEPHANT, FAWN, MARIONETTE, MOUSE"
QUALITIES OF A RAINY DAY,0,"COLD, GRAY, WET, WINDY"
SQUARELY,1,"DEAD, EXACTLY, RIGHT, SMACK"
CONTENTS OF A POD,2,"ASTRONAUT, COFFEE, PEA, WHALE"
BODY PART PLUS A STARTING LETTER,3,"BARM, LEAR, RANKLE, SHIP"
COMPONENTS OF ONE’S GRADE,0,"ATTENDANCE, FINAL, HOMEWORK, PAPERS"
MAP APP OPTIONS,1,"DESTINATION, ROUTE, STARTING POINT, STOPS"
CLASSIC TOYS,2,"BALL, BLOCKS, JACKS, TRAIN"
FENCING GEAR,3,"FOILS, GLOVES, JACKETS, MASKS"
ITEMS IN A SEWING KIT,0,"BUTTON, NEEDLE, SCISSORS, THREAD"
CAPTURE ON VIDEO,1,"FILM, RECORD, SHOOT, TAPE"
"PRO WRESTLING ICONS, WITH “THE”",2,"HITMAN, ROCK, SNAKE, UNDERTAKER"
WAX ___,3,"MUSEUM, PAPER, POETIC, SEAL"
STOCKY,0,"SOLID, SQUAT, STOUT, THICK"
COMPANY,1,"CONCERN, FIRM, HOUSE, OUTFIT"
APPLE PRODUCTS,2,"BRANDY, BUTTER, CIDER, SAUCE"
STARTS OF EUROPEAN COUNTRIES,3,"GERM, LUXE, MALT, PORT"
NEWS ANNOUNCEMENT,0,"BULLETIN, FLASH, REPORT, WIRE"
NOUNS FROM A FAMOUS LINE IN THE DECLARATION OF INDEPENDENCE,1,"HAPPINESS, LIBERTY, LIFE, PURSUIT"
HBO SHOWS,2,"ENTOURAGE, EUPHORIA, INSECURE, SUCCESSION"
WHAT “LEFT” MIGHT MEAN,3,"DEPARTED, PORT, PROGRESSIVE, REMAINING"
KINDS OF JEANS,0,"BOYFRIEND, FLARE, MOM, SKINNY"
FICTION CATEGORIES,1,"HISTORICAL, LITERARY, SPECULATIVE, YOUNG ADULT"
WORDS IN HEMINGWAY TITLES,2,"BELL, FAREWELL, OLD MAN, SUN"
___ GLASS GLASSWARE,3,"COCKTAIL, COLLINS, OLD FASHIONED, SHOT"
STRICT,0,"FIRM, RIGID, STERN, TOUGH"
BOTANICAL COVERINGS,1,"HULL, HUSK, POD, SHELL"
SEEN IN OPENING CREDITS,2,"CAST, DIRECTOR, STUDIO, TITLE"
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",3,"LINE, PLANE, POINT, SOLID"
KINDS OF CHEESES,0,"BLUE, GOAT, JACK, SWISS"
BEVERAGE SELF-SERVICE ITEMS,1,"CUP, LID, NAPKIN, STRAW"
WOODWORKING HAND TOOLS,2,"CHISEL, PLANE, RASP, SAW"
BIRDS MINUS LAST LETTER,3,"CRAN, FLAMING, HERO, RAVE"
COMPONENTS OF A SALAD,0,"CHEESE, DRESSING, LETTUCE, PROTEIN"
KINDS OF MACHINES,1,"ENIGMA, PINBALL, SEWING, VENDING"
LEGAL DRAMAS,2,"DAMAGES, GOLIATH, MATLOCK, SUITS"
ENDING WITH PLAYING CARDS,3,"BOJACK, HAWKING, LOVELACE, MCQUEEN"
IN FASHION,0,"CHIC, CURRENT, FRESH, HAPPENING"
PARTS OF AN ANGEL COSTUME,1,"HALO, HARP, ROBE, WINGS"
“SESAME STREET” FIGURES,2,"BIRD, COUNT, GROUCH, MONSTER"
___ BROTHERS,3,"BLOOD, BLUES, CHEMICAL, MARX"
THINGS A DOG CAN FETCH,0,"BALL, BONE, FRISBEE, STICK"
GREAT MANY,1,"DROVE, HOST, LOAD, SCORE"
POSSIBLE RESULTS OF A TRAFFIC VIOLATION,2,"BOOT, POINTS, TICKET, TOW"
INDUSTRIAL REVOLUTION INVENTORS,3,"BELL, DIESEL, SINGER, WATT"
ICE CREAM TREATS,0,"FLOAT, SHAKE, SPLIT, SUNDAE"
FLINCH,1,"BOLT, JERK, JUMP, STARTLE"
DANCE MOVES,2,"CABBAGE PATCH, FLOSS, MOONWALK, ROBOT"
SEEN IN THE AFTERMATH OF A RAINSTORM,3,"EARTHWORM, MUD, MUSHROOM, PUDDLE"
DENTAL ADDITIONS,0,"BRIDGE, CROWN, FILLING, VENEER"
METAPHORS FOR A DRAMATIC AND CHAOTIC EVENT,1,"CIRCUS, ROLLER COASTER, SOAP OPERA, WHIRLWIND"
SECOND WORDS IN DAVID LYNCH TITLES,2,"DRIVE, HIGHWAY, PEAKS, VELVET"
WHAT “JET” MIGHT REFER TO,3,"AIRPLANE, BLACK, HOT TUB NOZZLE, NFL PLAYER"
STEAL,0,"NICK, PALM, PINCH, POCKET"
DO SOME GROOMING,1,"BRUSH, DRESS, SHAVE, SHOWER"
DAPPER,2,"NEAT, SHARP, SMART, TIDY"
___STONE,3,"BIRTH, KEY, MILE, TOUCH"
KNOCKOFF,0,"BOOTLEG, COPY, FAKE, REPLICA"
ASSOCIATED WITH FREUD,1,"DREAMS, ID, OEDIPUS, SLIP"
WORDS AFTER “T-”,2,"MOBILE, PAIN, REX, SHIRT"
STARTING WITH HIGH SCHOOL/COLLEGE ABBREVIATIONS,3,"FRESHWATER, JUNIPER, SENECA, SOPHOCLES"
CORRESPONDENCE,0,"CONTACT, DEALINGS, EXCHANGE, INTERACTION"
AIRPORT BOARD INFO,1,"ARRIVAL, DESTINATION, FLIGHT, GATE"
PRO ATHLETE DATA,2,"COLLEGE, NUMBER, POSITION, TEAM"
FARMERS’ THINGS,3,"ALMANAC, INSURANCE, MARKET, TAN"
WHAT “ID” MIGHT REFER TO,0,"FREUDIAN CONCEPT, IDAHO, DRIVER LICENSE, RECOGNIZE"
WHAT “IN” MIGHT REFER TO,1,"INCH, INDIANA, INSIDE, TRENDY"
WHAT “LA” MIGHT REFER TO,2,"LANTHANUM, LOS ANGELES, LOUISIANA, MUSICAL NOTE"
WHAT “OK” MIGHT REFER TO,3,"BRITISH MAGAZINE, GREENLIGHT, MEDIOCRE, OKLAHOMA"
CON GAME,0,"HUSTLE, RACKET, SCHEME, STING"
"COMBINE, AS BAKING INGREDIENTS",1,"BEAT, BLEND, FOLD, STIR"
YEARN,2,"BURN, ITCH, LONG, PINE"
KINDS OF LISTS,3,"BUCKET, LAUNDRY, SHORT, TO-DO"
FIRED OBJECTS,0,"CERAMICS, CHINA, POTTERY, WARE"
PARTICLE,1,"CRUMB, GRAIN, MORSEL, SHRED"
DRS,2,"DRE, EVIL, PEPPER, SEUSS"
ENDING WITH HOMOPHONES OF PARTS OF THE LEG,3,"CRYPTO, DECAF, DISNEY, PRUSSIAN"
INFORMANT,0,"CANARY, LEAK, RAT, SOURCE"
BIG IMPRESSION,1,"FOOTPRINT, IMPACT, MARK, SPLASH"
BASKETBALL MOVES,2,"BLOCK, DRIBBLE, PASS, SHOOT"
TOP ___,3,"BANANA, DOG, HAT, SECRET"
LIAISON,0,"AFFAIR, FLING, RELATIONS, THING"
SEEN IN A LOCKER ROOM,1,"BENCH, LOCKER, MIRROR, SCALE"
SOMETHING ENTERED FOR ACCESS,2,"CODE, KEY, PASSWORD, PIN"
JOHNS,3,"CANDY, CARPENTER, LEGEND, MAJOR"
LOWEST PART,0,"BASE, BOTTOM, FOOT, FOUNDATION"
KINDS OF SOCKS,1,"ANKLE, COMPRESSION, CREW, DRESS"
THINGS YOU DO AT SOMEONE'S FRONT DOOR,2,"BUZZ, KNOCK, RING, SHOUT"
"ENDING IN SYNONYMS FOR ""CLIP""",3,"COMPARE, CONNECTICUT, PARSNIP, WALLOP"
PARTS OF A WHEEL,0,"HUB, RIM, SPOKE, TIRE"
MILITARY CLOTHING DESCRIPTORS,1,"CAMO, DRAB, FATIGUE, KHAKI"
USED IN VENTILATION,2,"DUCT, EXHAUST, HOSE, PIPE"
"FAIL TO TAKE ADVANTAGE OF, AS AN OPPORTUNITY",3,"BLOW, LOSE, MISS, WASTE"
COMPANIES THAT HAVE BECOME VERBS,0,"GOOGLE, PHOTOSHOP, UBER, ZOOM"
SILLY PERSON,1,"DODO, GOOF, GOOSE, YAHOO"
KINDS OF SONGS,2,"FOLK, LOVE, SIREN, SWAN"
HOMOPHONES OF SYNONYMS FOR “DESPICABLE”,3,"FOWL, MIEN, OFFAL, VIAL"
ENDORSE,0,"BACK, CHAMPION, SECOND, SUPPORT"
DETAILED,1,"ELABORATE, MINUTE, PARTICULAR, THOROUGH"
ERA,2,"AGE, DAY, PERIOD, TIME"
IN THE NATO ALPHABET,3,"ECHO, KILO, UNIFORM, VICTOR"
INSULT,0,"BURN, KNOCK, SLIGHT, ZING"
CREDIT CARD INFO,1,"EXPIRATION, NAME, NUMBER, ZIP"
SLANG FOR PRINTED MATTER,2,"GLOSSY, MAG, RAG, ZINE"
WINE NICKNAMES,3,"BUBBLY, CAB, CHARD, ZIN"
SHADES OF BLUE,0,"BABY, ICE, POWDER, SKY"
ADJECTIVES FOR A SPORTS CAR,1,"COMPACT, FAST, SLEEK, SPORTY"
WORDS BEFORE “ROGER/S”,2,"GINGER, JOLLY, MISTER, ROY"
DISNEY ANIMATED CHARACTERS PLUS A LETTER,3,"ABUT, BELLED, FLOUNDERS, SCARY"
GYMNASTICS APPARATUS,0,"BARS, BEAM, RINGS, VAULT"
FORCE TO LEAVE,1,"BOOT, BOUNCE, EJECT, REMOVE"
HORROR MOVIES FROM 2022,2,"NOPE, PEARL, SCREAM, SMILE"
HORSE___,3,"FEATHERS, PLAY, POWER, SHOE"
PARTS OF A COLLEGE CAMPUS,0,"CAFETERIA, DORM, LIBRARY, QUAD"
"EXAGGERATED, AS A PERFORMANCE",1,"CAMP, DRAMATIC, HAMMY, OVERDONE"
CLOSE IN ON,2,"CORNER, SURROUND, TRAP, TREE"
STARTS OF GREEK LETTERS,3,"BET, DELT, LAMB, THE"
MEDDLE,0,"NOSE AROUND, POKE, PRY, SNOOP"
WORDS AFTER “NO” TO MEAN “IT’S ALL GOOD”,1,"BIGGIE, HARD FEELINGS, SWEAT, WORRIES"
SUPER ___,2,"GLUE, MARIO WORLD, PAC, POWER"
ENDING WITH FISH,3,"CAMISOLE, CAPE COD, DRUM AND BASS, WU-TANG"
SEQUENCE,0,"RUN, SERIES, STREAK, STRING"
PICK UP ON,1,"CATCH, NOTE, SEE, SPOT"
YOGA BACKBENDS,2,"BRIDGE, COBRA, COW, WHEEL"
ELECTRIC ___,3,"BLANKET, EEL, GUITAR, SLIDE"
SOURCES OF DRINKING WATER,0,"RAIN, SPRING, TAP, WELL"
THINGS YOU CAN DO WITH A FOOTBALL,1,"PASS, PUNT, SNAP, SPIKE"
SHARP FASTENERS,2,"BRAD, NAIL, PIN, TACK"
STARTS OF TEENAGE MUTANT NINJA TURTLES,3,"DON, LEO, MIC, RAP"
MOVE TO THE MUSIC,0,"BOP, BOUNCE, GROOVE, SWAY"
INHALATION,1,"DRAG, DRAW, PUFF, PULL"
MARTINI SPECIFICATIONS,2,"DRY, GIN, SHAKEN, TWIST"
___WORD,3,"BUZZ, CROSS, LOAN, PASS"
ADDITIONAL PERK,0,"BONUS, EXTRA, GRAVY, ICING"
PHASE TRANSITIONS FOR LIQUIDS,1,"CONDENSATION, FREEZING, MELTING, VAPORIZATION"
CONCEPTS FROM “SEINFELD”,2,"FESTIVUS, REGIFTING, SHRINKAGE, YADA YADA"
WHAT ' CAN INDICATE,3,"CONTRACTION, FOOT, POSSESSIVE, QUOTE"
SASSINESS,0,"ATTITUDE, CHEEK, LIP, MOUTH"
MITIGATE,1,"CUSHION, DAMPEN, SOFTEN, TEMPER"
PATTERNS,2,"CAMO, CHECKERS, HONEYCOMB, STRIPES"
___ PIE,3,"CHESS, CUTIE, HUMBLE, WHOOPIE"
DREAD-INDUCING FIGURES,0,"BOGEYMAN, BUGBEAR, HOBGOBLIN, PHANTOM"
KINDS OF STEAKS,1,"CHATEAUBRIAND, FLATIRON, PORTERHOUSE, TOMAHAWK"
RELATED TO BUYING A HOME,2,"APPRAISAL, ESCROW, INSURANCE, MORTGAGE"
ANIMALS ENDING WITH ANIMALS,3,"GEODUCK, SEAHORSE, TITMOUSE, WOMBAT"
COLOSSAL,0,"GIANT, GREAT, MAMMOTH, TITANIC"
LEAVE QUICKLY,1,"BOUNCE, DIP, JET, SPLIT"
PARTS OF A BASKETBALL HOOP,2,"BACKBOARD, NET, POLE, RIM"
HOMOPHONES OF SYNONYMS FOR “NAB”,3,"KNICK, LUTE, RABE, STEEL"
HUSH-HUSH,0,"MUM, PRIVATE, QUIET, SECRET"
STATE ABBREVIATIONS,1,"IN, MA, OH, OK"
BASEBALL CALLS,2,"BALL, FAIR, FOUL, OUT"
QUEEN ___,3,"BED, BEE, MARY, MOTHER"
HERBS AND SPICES,0,"ANISE, DILL, MACE, SAGE"
SHADES OF GREEN,1,"BOTTLE, HUNTER, KELLY, PEA"
TRAVEL ON FOOT,2,"MARCH, HIKE, TRAMP, TREK"
STARTS OF EUROPEAN CAPITALS,3,"COPE, LUXE, SARA, WARS"
"""NOTHING TO IT!""",0,"CHILD’S PLAY, EASY, NO SWEAT, PIECE OF CAKE"
OUTDOOR EVENTS,1,"BLOCK PARTY, FESTIVAL, PICNIC, TAILGATE"
"WORDS BEFORE ""SCHOOL""",2,"ELEMENTARY, GRADE, GRAMMAR, PRIMARY"
ASSOCIATED WITH TRICKS,3,"CON GAME, HALLOWEEN, HEARTS, MAGIC SHOW"
FOREMOST,0,"FIRST, INITIAL, ORIGINAL, PRIMARY"
INDICATION,1,"EVIDENCE, HINT, SIGN, TRACE"
ITEM IN A COLLECTION,2,"COIN, COMIC, RECORD, STAMP"
___ MOVIE,3,"BUDDY, CULT, DATE, SILENT"
DISCOUNT,0,"DEAL, PROMOTION, SALE, SPECIAL"
IRRITATE,1,"BUG, NETTLE, RUFFLE, STEAM"
POKER ACTIONS,2,"CALL, CHECK, FOLD, RAISE"
THINGS YOU CAN PUMP,3,"BRAKES, FIST, GAS, IRON"
INSTRUCT,0,"COACH, DIRECT, GUIDE, TRAIN"
MEANS,1,"INSTRUMENT, MEDIUM, ORGAN, VEHICLE"
STARTING WITH GREEK NUMERICAL PREFIXES,2,"DIOXIDE, MONORAIL, TETRACYCLINE, TRIANGLE"
ANAGRAMS OF MUSICAL INSTRUMENTS,3,"ABUT, BULGE, GROAN, VOILA"
FIRST ___,0,"AID, LADY, NATIONS, RESPONDER"
SECOND ___,1,"COMING, FIDDLE, GUESS, NATURE"
THIRD ___,2,"EYE, PARTY, RAIL, ROCK"
LAST ___,3,"LAUGH, RESORT, STRAW, SUPPER"
APTITUDE,0,"BENT, FACULTY, FLAIR, GIFT"
SILENT “W”,1,"PLAYWRIGHT, SWORD, WRAP, WREATH"
LEGENDS OF CLASSIC HOLLYWOOD,2,"DEAN, GABLE, GARLAND, TEMPLE"
HIT THE ___,3,"HAY, JACKPOT, ROAD, ROOF"
ATTACH WITH ADHESIVE,0,"ADHERE, AFFIX, GLUE, STICK"
POLITE TERMS FOR SEX,1,"COMMERCE, CONGRESS, INTIMACY, RELATIONS"
BOWLING RESULTS,2,"FOUL, SPARE, SPLIT, STRIKE"
CONTRONYMS (WORDS THAT CAN MEAN OPPOSITE THINGS),3,"CLEAVE, GARNISH, OVERSIGHT, SANCTION"
EMULATE,0,"COPY, ECHO, MIRROR, PARROT"
SPORTS,1,"CRICKET, GOLF, POLO, SQUASH"
MANIA,2,"BUG, CRAZE, FAD, FEVER"
SINGLE ANIMAL IN A CREATIVELY SPELLED BAND NAME,3,"BEETLE, BIRD, GORILLA, MONKEY"
ARTHROPODS,0,"APHID, BEETLE, MITE, TICK"
TREES,1,"BEECH, CEDAR, PINE, YEW"
[LETTER] (IS) FOR ___,2,"APPLE, COOKIE, EFFORT, VENDETTA"
WORDS THAT SOUNDS LIKE TWO LETTERS,3,"DECAY, EASY, GEO, ZITI"
SUBTERRANEAN TRANSIT,0,"METRO, SUBWAY, TUBE, UNDERGROUND"
MAKE INTO SMALLER PIECES WHILE COOKING,1,"CUBE, GRATE, MINCE, SLICE"
USED TO DECORATE A SNOWMAN,2,"CARROT, COAL, PIPE, SCARF"
___ CODE,3,"DRESS, HEALTH, SECRET, ZIP"
ACCESSORY WITH A POINTY FASTENER,0,"BADGE, BROOCH, BUTTON, PIN"
TEASE,1,"BAIT, NEEDLE, RAG, RIB"
BOXING PUNCHES,2,"CROSS, HOOK, JAB, UPPERCUT"
MUSCLE NICKNAMES PLUS “S”,3,"SHAMMY, SPEC, SQUAD, STRAP"
MOUSE ACTIONS,0,"CLICK, DRAG, HOVER, SCROLL"
PERFORATE,1,"BORE, PIERCE, POKE, PUNCH"
ONES WITH POINTY EARS,2,"BATMAN, DEVIL, ELF, VULCAN"
WIMBLEDON WINNERS,3,"BORG, GRAF, KING, SINNER"
"MAKE EQUAL, AS A SCORE",0,"DRAW, EVEN, SQUARE, TIE"
BESTOW,1,"CONFER, GRANT, PRESENT, VEST"
THINGS YOU MIGHT DO DURING A BORING CLASS/MEETING,2,"DOODLE, DOZE, PASS NOTES, SPACE"
WORDS AFTER THE LETTERS “MS”,3,"DEGREE, MARVEL, PAC-MAN, PAINT"
RESULT,0,"FRUIT, PRODUCT, RETURN, YIELD"
KINDS OF JOKES,1,"DAD, INSIDE, KNOCK-KNOCK, PRACTICAL"
MOVIES FEATURING SUPERNATURAL ROMANCE,2,"CASPER, GHOST, LET ME IN, TWILIGHT"
CORN-Y THINGS,3,"MAZE, MUFFIN, SILK, SYRUP"
INFLUENCE,0,"JUICE, PULL, SWAY, WEIGHT"
AMASS,1,"CLUSTER, COLLECT, CONCENTRATE, GROUP"
KINDS OF FICTION,2,"FAN, HISTORICAL, PULP, SCIENCE"
"STARTING WITH MATH AND SCIENCE CLASSES, FOR SHORT",3,"BIOPIC, CALCIUM, CHEMISE, TRIGLYCERIDE"
ORDINARY,0,"NORMAL, PLAIN, STANDARD, VANILLA"
ABANDON,1,"DESERT, DUMP, MAROON, STRAND"
SPECS ON CONSUMER PACKAGING,2,"COUNT, MEASURE, WEIGHT, VOLUME"
DARK ___,3,"AGES, CHOCOLATE, HORSE, MATTER"
GROUPS OF TEN,0,"BOWLING PINS, COMMANDMENTS, DECADE, FINGERS"
PLACES WITH LANES,1,"BOWLING ALLEY, HIGHWAY, SUPERMARKET, SWIMMING POOL"
